studentid,fullname,addressid,age,phone,classid,addressid,address,scoreid,courseid,studentid,score,classid,classname,classlanguage,classdescription
8,"Hannah Nguyen",3,19,890-123-4567,3,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
8,"Hannah Nguyen",3,19,890-123-4567,3,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
8,"Hannah Nguyen",3,19,890-123-4567,3,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
8,"Hannah Nguyen",3,19,890-123-4567,3,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
8,"Hannah Nguyen",3,19,890-123-4567,3,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
8,"Hannah Nguyen",3,19,890-123-4567,3,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
8,"Hannah Nguyen",3,19,890-123-4567,3,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
8,"Hannah Nguyen",3,19,890-123-4567,3,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
8,"Hannah Nguyen",3,19,890-123-4567,3,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
8,"Hannah Nguyen",3,19,890-123-4567,3,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
8,"Hannah Nguyen",3,19,890-123-4567,3,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
8,"Hannah Nguyen",3,19,890-123-4567,3,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
8,"Hannah Nguyen",3,19,890-123-4567,3,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
8,"Hannah Nguyen",3,19,890-123-4567,3,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
8,"Hannah Nguyen",3,19,890-123-4567,3,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
8,"Hannah Nguyen",3,19,890-123-4567,3,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
8,"Hannah Nguyen",3,19,890-123-4567,3,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
8,"Hannah Nguyen",3,19,890-123-4567,3,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
8,"Hannah Nguyen",3,19,890-123-4567,3,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
8,"Hannah Nguyen",3,19,890-123-4567,3,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
7,"George Do",2,22,789-012-3456,2,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
7,"George Do",2,22,789-012-3456,2,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
7,"George Do",2,22,789-012-3456,2,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
7,"George Do",2,22,789-012-3456,2,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
7,"George Do",2,22,789-012-3456,2,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
7,"George Do",2,22,789-012-3456,2,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
7,"George Do",2,22,789-012-3456,2,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
7,"George Do",2,22,789-012-3456,2,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
7,"George Do",2,22,789-012-3456,2,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
7,"George Do",2,22,789-012-3456,2,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
7,"George Do",2,22,789-012-3456,2,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
7,"George Do",2,22,789-012-3456,2,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
7,"George Do",2,22,789-012-3456,2,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
7,"George Do",2,22,789-012-3456,2,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
7,"George Do",2,22,789-012-3456,2,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
7,"George Do",2,22,789-012-3456,2,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
7,"George Do",2,22,789-012-3456,2,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
7,"George Do",2,22,789-012-3456,2,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
7,"George Do",2,22,789-012-3456,2,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
7,"George Do",2,22,789-012-3456,2,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
7,"George Do",2,22,789-012-3456,2,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
7,"George Do",2,22,789-012-3456,2,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
7,"George Do",2,22,789-012-3456,2,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
7,"George Do",2,22,789-012-3456,2,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
7,"George Do",2,22,789-012-3456,2,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
6,"Fiona Vu",1,20,678-901-2345,1,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
6,"Fiona Vu",1,20,678-901-2345,1,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
6,"Fiona Vu",1,20,678-901-2345,1,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
6,"Fiona Vu",1,20,678-901-2345,1,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
6,"Fiona Vu",1,20,678-901-2345,1,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
6,"Fiona Vu",1,20,678-901-2345,1,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
6,"Fiona Vu",1,20,678-901-2345,1,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
6,"Fiona Vu",1,20,678-901-2345,1,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
6,"Fiona Vu",1,20,678-901-2345,1,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
6,"Fiona Vu",1,20,678-901-2345,1,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
6,"Fiona Vu",1,20,678-901-2345,1,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
6,"Fiona Vu",1,20,678-901-2345,1,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
6,"Fiona Vu",1,20,678-901-2345,1,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
6,"Fiona Vu",1,20,678-901-2345,1,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
6,"Fiona Vu",1,20,678-901-2345,1,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
6,"Fiona Vu",1,20,678-901-2345,1,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
6,"Fiona Vu",1,20,678-901-2345,1,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
6,"Fiona Vu",1,20,678-901-2345,1,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
6,"Fiona Vu",1,20,678-901-2345,1,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
6,"Fiona Vu",1,20,678-901-2345,1,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
6,"Fiona Vu",1,20,678-901-2345,1,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
6,"Fiona Vu",1,20,678-901-2345,1,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
6,"Fiona Vu",1,20,678-901-2345,1,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
6,"Fiona Vu",1,20,678-901-2345,1,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
6,"Fiona Vu",1,20,678-901-2345,1,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
5,"Ethan Pham",5,23,567-890-1234,5,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
5,"Ethan Pham",5,23,567-890-1234,5,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
5,"Ethan Pham",5,23,567-890-1234,5,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
5,"Ethan Pham",5,23,567-890-1234,5,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
5,"Ethan Pham",5,23,567-890-1234,5,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
5,"Ethan Pham",5,23,567-890-1234,5,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
5,"Ethan Pham",5,23,567-890-1234,5,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
5,"Ethan Pham",5,23,567-890-1234,5,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
5,"Ethan Pham",5,23,567-890-1234,5,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
5,"Ethan Pham",5,23,567-890-1234,5,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
5,"Ethan Pham",5,23,567-890-1234,5,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
5,"Ethan Pham",5,23,567-890-1234,5,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
5,"Ethan Pham",5,23,567-890-1234,5,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
5,"Ethan Pham",5,23,567-890-1234,5,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
5,"Ethan Pham",5,23,567-890-1234,5,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
5,"Ethan Pham",5,23,567-890-1234,5,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
5,"Ethan Pham",5,23,567-890-1234,5,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
5,"Ethan Pham",5,23,567-890-1234,5,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
5,"Ethan Pham",5,23,567-890-1234,5,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
5,"Ethan Pham",5,23,567-890-1234,5,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
5,"Ethan Pham",5,23,567-890-1234,5,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
5,"Ethan Pham",5,23,567-890-1234,5,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
5,"Ethan Pham",5,23,567-890-1234,5,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
5,"Ethan Pham",5,23,567-890-1234,5,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
5,"Ethan Pham",5,23,567-890-1234,5,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
4,"Diana Hoang",4,21,456-789-0123,4,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
4,"Diana Hoang",4,21,456-789-0123,4,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
4,"Diana Hoang",4,21,456-789-0123,4,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
4,"Diana Hoang",4,21,456-789-0123,4,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
4,"Diana Hoang",4,21,456-789-0123,4,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
4,"Diana Hoang",4,21,456-789-0123,4,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
4,"Diana Hoang",4,21,456-789-0123,4,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
4,"Diana Hoang",4,21,456-789-0123,4,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
4,"Diana Hoang",4,21,456-789-0123,4,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
4,"Diana Hoang",4,21,456-789-0123,4,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
4,"Diana Hoang",4,21,456-789-0123,4,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
4,"Diana Hoang",4,21,456-789-0123,4,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
4,"Diana Hoang",4,21,456-789-0123,4,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
4,"Diana Hoang",4,21,456-789-0123,4,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
4,"Diana Hoang",4,21,456-789-0123,4,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
4,"Diana Hoang",4,21,456-789-0123,4,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
4,"Diana Hoang",4,21,456-789-0123,4,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
4,"Diana Hoang",4,21,456-789-0123,4,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
4,"Diana Hoang",4,21,456-789-0123,4,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
4,"Diana Hoang",4,21,456-789-0123,4,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
4,"Diana Hoang",4,21,456-789-0123,4,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
4,"Diana Hoang",4,21,456-789-0123,4,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
4,"Diana Hoang",4,21,456-789-0123,4,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
4,"Diana Hoang",4,21,456-789-0123,4,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
4,"Diana Hoang",4,21,456-789-0123,4,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
3,"Charlie Le",3,19,345-678-9012,3,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
3,"Charlie Le",3,19,345-678-9012,3,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
3,"Charlie Le",3,19,345-678-9012,3,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
3,"Charlie Le",3,19,345-678-9012,3,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
3,"Charlie Le",3,19,345-678-9012,3,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
3,"Charlie Le",3,19,345-678-9012,3,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
3,"Charlie Le",3,19,345-678-9012,3,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
3,"Charlie Le",3,19,345-678-9012,3,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
3,"Charlie Le",3,19,345-678-9012,3,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
3,"Charlie Le",3,19,345-678-9012,3,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
3,"Charlie Le",3,19,345-678-9012,3,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
3,"Charlie Le",3,19,345-678-9012,3,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
3,"Charlie Le",3,19,345-678-9012,3,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
3,"Charlie Le",3,19,345-678-9012,3,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
3,"Charlie Le",3,19,345-678-9012,3,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
3,"Charlie Le",3,19,345-678-9012,3,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
3,"Charlie Le",3,19,345-678-9012,3,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
3,"Charlie Le",3,19,345-678-9012,3,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
3,"Charlie Le",3,19,345-678-9012,3,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
3,"Charlie Le",3,19,345-678-9012,3,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
3,"Charlie Le",3,19,345-678-9012,3,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
3,"Charlie Le",3,19,345-678-9012,3,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
3,"Charlie Le",3,19,345-678-9012,3,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
3,"Charlie Le",3,19,345-678-9012,3,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
3,"Charlie Le",3,19,345-678-9012,3,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
2,"Bob Tran",2,22,234-567-8901,2,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
2,"Bob Tran",2,22,234-567-8901,2,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
2,"Bob Tran",2,22,234-567-8901,2,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
2,"Bob Tran",2,22,234-567-8901,2,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
2,"Bob Tran",2,22,234-567-8901,2,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
2,"Bob Tran",2,22,234-567-8901,2,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
2,"Bob Tran",2,22,234-567-8901,2,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
2,"Bob Tran",2,22,234-567-8901,2,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
2,"Bob Tran",2,22,234-567-8901,2,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
2,"Bob Tran",2,22,234-567-8901,2,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
2,"Bob Tran",2,22,234-567-8901,2,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
2,"Bob Tran",2,22,234-567-8901,2,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
2,"Bob Tran",2,22,234-567-8901,2,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
2,"Bob Tran",2,22,234-567-8901,2,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
2,"Bob Tran",2,22,234-567-8901,2,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
2,"Bob Tran",2,22,234-567-8901,2,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
2,"Bob Tran",2,22,234-567-8901,2,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
2,"Bob Tran",2,22,234-567-8901,2,3,"789 Ba Dinh",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
2,"Bob Tran",2,22,234-567-8901,2,2,"456 Hoan Kiem",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
2,"Bob Tran",2,22,234-567-8901,2,1,"123 Thanh Xuan",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
2,"Bob Tran",2,22,234-567-8901,2,5,"202 Cau Giay",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
2,"Bob Tran",2,22,234-567-8901,2,4,"101 Hai Ba Trung",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
2,"Bob Tran",2,22,234-567-8901,2,3,"789 Ba Dinh",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
2,"Bob Tran",2,22,234-567-8901,2,2,"456 Hoan Kiem",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
2,"Bob Tran",2,22,234-567-8901,2,1,"123 Thanh Xuan",3,3,3,78,5,"Database Systems",SQL,"Learn about relational databases and SQL."
1,"Alice Nguyen",1,20,123-456-7890,1,5,"202 Cau Giay",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
1,"Alice Nguyen",1,20,123-456-7890,1,4,"101 Hai Ba Trung",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
1,"Alice Nguyen",1,20,123-456-7890,1,3,"789 Ba Dinh",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
1,"Alice Nguyen",1,20,123-456-7890,1,2,"456 Hoan Kiem",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
1,"Alice Nguyen",1,20,123-456-7890,1,1,"123 Thanh Xuan",3,3,3,78,1,"Intro to Programming",Python,"Learn the basics of programming using Python."
1,"Alice Nguyen",1,20,123-456-7890,1,5,"202 Cau Giay",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
1,"Alice Nguyen",1,20,123-456-7890,1,4,"101 Hai Ba Trung",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
1,"Alice Nguyen",1,20,123-456-7890,1,3,"789 Ba Dinh",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
1,"Alice Nguyen",1,20,123-456-7890,1,2,"456 Hoan Kiem",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
1,"Alice Nguyen",1,20,123-456-7890,1,1,"123 Thanh Xuan",3,3,3,78,2,"Web Development",JavaScript,"Build modern web applications using JavaScript."
1,"Alice Nguyen",1,20,123-456-7890,1,5,"202 Cau Giay",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
1,"Alice Nguyen",1,20,123-456-7890,1,4,"101 Hai Ba Trung",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
1,"Alice Nguyen",1,20,123-456-7890,1,3,"789 Ba Dinh",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
1,"Alice Nguyen",1,20,123-456-7890,1,2,"456 Hoan Kiem",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
1,"Alice Nguyen",1,20,123-456-7890,1,1,"123 Thanh Xuan",3,3,3,78,3,"Data Analysis",R,"Analyze and visualize data using R."
1,"Alice Nguyen",1,20,123-456-7890,1,5,"202 Cau Giay",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
1,"Alice Nguyen",1,20,123-456-7890,1,4,"101 Hai Ba Trung",3,3,3,78,4,"Machine Learning",Python,"Introduction to machine learning concepts and algorithms."
